date,city,city_id,label,combination,amount,amount_text,hit_max_tl,is_hit,race_count,url
2025-06-30,Bursa,4,1. 6'LI GANYAN,"7/1/5,6/1,4,7/4/5",36884.2,"36.884,20 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=30%2F06%2F2025&SehirAdi=Bursa
2025-06-30,Elazig,7,1. 6'LI GANYAN,13/8/3/8/3/10,4484957.92,"4.484.957,92 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=30%2F06%2F2025&SehirAdi=Elazig
2025-07-01,Ankara,5,1. 6'LI GANYAN,5/5/6/4/6/8,366857.85,"366.857,85 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=01%2F07%2F2025&SehirAdi=Ankara
2025-07-01,Kocaeli,9,1. 6'LI GANYAN,5/4/1/6/4/4,51704.4,"51.704,40 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=01%2F07%2F2025&SehirAdi=Kocaeli
2025-07-02,Elazig,7,1. 6'LI GANYAN,1/3/4/7/10/2,46156.68,"46.156,68 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=02%2F07%2F2025&SehirAdi=Elazig
2025-07-02,Istanbul,3,1. 6'LI GANYAN,6/10/3/5/5/4,2016.35,"2.016,35 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=02%2F07%2F2025&SehirAdi=Istanbul
2025-07-03,Ankara,5,1. 6'LI GANYAN,3/1/1/3/6/1,6515.5,"6.515,50 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=03%2F07%2F2025&SehirAdi=Ankara
2025-07-03,Kocaeli,9,1. 6'LI GANYAN,"1,4/1/8/8/3/7",5611.0,"5.611,00 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=03%2F07%2F2025&SehirAdi=Kocaeli
2025-07-04,Bursa,4,1. 6'LI GANYAN,"13/1,9/5/1/6/7",12565.35,"12.565,35 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=04%2F07%2F2025&SehirAdi=Bursa
2025-07-04,Istanbul,3,1. 6'LI GANYAN,"1,5/3/3/1/4/15",664.95,"664,95 ₺",1750.0,1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=04%2F07%2F2025&SehirAdi=Istanbul
2025-07-05,Ankara,5,1. 6'LI GANYAN,2/2/3/2/7/8,28426.95,"28.426,95 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=05%2F07%2F2025&SehirAdi=Ankara
2025-07-05,Izmir,2,1. 6'LI GANYAN,1/5/5/1/10/9,24457.3,"24.457,30 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=05%2F07%2F2025&SehirAdi=Izmir
2025-07-06,Istanbul,3,1. 6'LI GANYAN,2/3/3/1/4/7,1395.7,"1.395,70 ₺",1750.0,1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=06%2F07%2F2025&SehirAdi=Istanbul
2025-07-06,Izmir,2,1. 6'LI GANYAN,"4/2/2,11/5,9,10,11,12/1,3,7,12,14/5",2884.6,"2.884,60 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=06%2F07%2F2025&SehirAdi=Izmir
2025-07-07,Bursa,4,1. 6'LI GANYAN,"12/6/7/6/4,12/6",340282.65,"340.282,65 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=07%2F07%2F2025&SehirAdi=Bursa
2025-07-07,Elazig,7,1. 6'LI GANYAN,"9/4/10,14/4/9/4",1252.92,"1.252,92 ₺",1750.0,1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=07%2F07%2F2025&SehirAdi=Elazig
2025-07-08,Ankara,5,1. 6'LI GANYAN,1/5/4/7/4/4,97657.0,"97.657,00 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=08%2F07%2F2025&SehirAdi=Ankara
2025-07-08,Kocaeli,9,1. 6'LI GANYAN,"1/4,8,9/2/6/6/2",3208.85,"3.208,85 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=08%2F07%2F2025&SehirAdi=Kocaeli
2025-07-09,Elazig,7,1. 6'LI GANYAN,"6/2/3/4/3,4/4",16709.92,"16.709,92 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=09%2F07%2F2025&SehirAdi=Elazig
2025-07-09,Istanbul,3,1. 6'LI GANYAN,3/4/2/4/6/4,43819.45,"43.819,45 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=09%2F07%2F2025&SehirAdi=Istanbul
2025-07-10,Ankara,5,1. 6'LI GANYAN,1/3/3/6/1/2,46152.5,"46.152,50 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=10%2F07%2F2025&SehirAdi=Ankara
2025-07-10,Kocaeli,9,1. 6'LI GANYAN,7/2/6/8/8/4,378479.05,"378.479,05 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=10%2F07%2F2025&SehirAdi=Kocaeli
2025-07-11,Bursa,4,1. 6'LI GANYAN,"2/7/4/1,5,8/5/4",1595.5,"1.595,50 ₺",1750.0,1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=11%2F07%2F2025&SehirAdi=Bursa
2025-07-11,Istanbul,3,1. 6'LI GANYAN,3/2/3/2/6/6,2376.7,"2.376,70 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=11%2F07%2F2025&SehirAdi=Istanbul
2025-07-12,Ankara,5,1. 6'LI GANYAN,9/4/5/1/4/6,87202.05,"87.202,05 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=12%2F07%2F2025&SehirAdi=Ankara
2025-07-12,Izmir,2,1. 6'LI GANYAN,"7/8,9/2/2/2/8",242154.3,"242.154,30 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=12%2F07%2F2025&SehirAdi=Izmir
2025-07-13,Istanbul,3,1. 6'LI GANYAN,"5,6/12/9/1/8/9",169584.05,"169.584,05 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=13%2F07%2F2025&SehirAdi=Istanbul
2025-07-13,Izmir,2,1. 6'LI GANYAN,2/11/4/5/12/10,1879.85,"1.879,85 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=13%2F07%2F2025&SehirAdi=Izmir
2025-07-14,Bursa,4,1. 6'LI GANYAN,"3,4/1,3/3,7,8/2/3/2,7",770.05,"770,05 ₺",1750.0,1,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=14%2F07%2F2025&SehirAdi=Bursa
2025-07-14,Elazig,7,1. 6'LI GANYAN,"3,7,8,10/2/10/3/9/3",4611.96,"4.611,96 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=14%2F07%2F2025&SehirAdi=Elazig
2025-07-15,Ankara,5,1. 6'LI GANYAN,"1/6/1/7/3/3,4",3812.0,"3.812,00 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=15%2F07%2F2025&SehirAdi=Ankara
2025-07-15,Kocaeli,9,1. 6'LI GANYAN,4/9/6/2/6/10,12625.3,"12.625,30 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=15%2F07%2F2025&SehirAdi=Kocaeli
2025-07-16,Elazig,7,1. 6'LI GANYAN,2/11/2/10/1/4,177088.24,"177.088,24 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=16%2F07%2F2025&SehirAdi=Elazig
2025-07-16,Istanbul,3,1. 6'LI GANYAN,4/10/1/9/3/5,4469.4,"4.469,40 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=16%2F07%2F2025&SehirAdi=Istanbul
2025-07-17,Ankara,5,1. 6'LI GANYAN,6/3/1/8/1/7,4182.3,"4.182,30 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=17%2F07%2F2025&SehirAdi=Ankara
2025-07-17,Kocaeli,9,1. 6'LI GANYAN,"5/8/1,4,5,8/5/2/4",87734.7,"87.734,70 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=17%2F07%2F2025&SehirAdi=Kocaeli
2025-07-18,Bursa,4,1. 6'LI GANYAN,6/10/5/4/5/4,15508.7,"15.508,70 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=18%2F07%2F2025&SehirAdi=Bursa
2025-07-18,Istanbul,3,1. 6'LI GANYAN,4/6/4/7/3/2,25610.45,"25.610,45 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=18%2F07%2F2025&SehirAdi=Istanbul
2025-07-19,Ankara,5,1. 6'LI GANYAN,1/1/6/3/5/7,5759.75,"5.759,75 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=19%2F07%2F2025&SehirAdi=Ankara
2025-07-19,Izmir,2,1. 6'LI GANYAN,4/4/8/8/1/3,2792178.85,"2.792.178,85 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=19%2F07%2F2025&SehirAdi=Izmir
2025-07-20,Istanbul,3,1. 6'LI GANYAN,11/3/5/5/2/6,1140913.9,"1.140.913,90 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=20%2F07%2F2025&SehirAdi=Istanbul
2025-07-20,Izmir,2,1. 6'LI GANYAN,"2,5,7/3/2/8/7/5",1299.05,"1.299,05 ₺",1750.0,1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=20%2F07%2F2025&SehirAdi=Izmir
2025-07-21,Bursa,4,1. 6'LI GANYAN,8/2/2/3/10/1,4048.4,"4.048,40 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=21%2F07%2F2025&SehirAdi=Bursa
2025-07-21,Elazig,7,1. 6'LI GANYAN,"1,2/6/1/5/6/3",79347.92,"79.347,92 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=21%2F07%2F2025&SehirAdi=Elazig
2025-07-22,Ankara,5,1. 6'LI GANYAN,"1/2,5/1/1,4/6/3",25444.1,"25.444,10 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=22%2F07%2F2025&SehirAdi=Ankara
2025-07-22,Kocaeli,9,1. 6'LI GANYAN,6/6/1/8/2/1,330223.45,"330.223,45 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=22%2F07%2F2025&SehirAdi=Kocaeli
2025-07-23,Elazig,7,1. 6'LI GANYAN,"1,7/7/3/2/3/2",27826.88,"27.826,88 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=23%2F07%2F2025&SehirAdi=Elazig
2025-07-23,Istanbul,3,1. 6'LI GANYAN,"2,6/1,6/1,2/9/9/1",5915.8,"5.915,80 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=23%2F07%2F2025&SehirAdi=Istanbul
2025-07-24,Ankara,5,1. 6'LI GANYAN,3/3/1/3/5/4,3332.45,"3.332,45 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=24%2F07%2F2025&SehirAdi=Ankara
2025-07-24,Kocaeli,9,1. 6'LI GANYAN,"3/1,8/3/5/5/8",12687.8,"12.687,80 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=24%2F07%2F2025&SehirAdi=Kocaeli
2025-07-25,Bursa,4,1. 6'LI GANYAN,6/1/3/8/2/4,18543.1,"18.543,10 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=25%2F07%2F2025&SehirAdi=Bursa
2025-07-25,Istanbul,3,1. 6'LI GANYAN,8/4/7/1/7/5,25881.75,"25.881,75 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=25%2F07%2F2025&SehirAdi=Istanbul
2025-07-26,Ankara,5,1. 6'LI GANYAN,"8/2/1/4/4/1,7",641.8,"641,80 ₺",1750.0,1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=26%2F07%2F2025&SehirAdi=Ankara
2025-07-26,Ankara,5,1. 6'LI GANYAN,8/2/1/4/4/4,1942.8,"1.942,80 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=26%2F07%2F2025&SehirAdi=Ankara
2025-07-26,Izmir,2,1. 6'LI GANYAN,"4/1,2/3/2/1/10",12080.0,"12.080,00 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=26%2F07%2F2025&SehirAdi=Izmir
2025-07-27,Istanbul,3,1. 6'LI GANYAN,4/11/1/2/1/7,3380.8,"3.380,80 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=27%2F07%2F2025&SehirAdi=Istanbul
2025-07-27,Izmir,2,1. 6'LI GANYAN,"8/7/3/7/2,7/2",551.5,"551,50 ₺",1750.0,1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=27%2F07%2F2025&SehirAdi=Izmir
2025-07-28,Bursa,4,1. 6'LI GANYAN,6/5/4/6/5/2,6310.25,"6.310,25 ₺",1750.0,0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=28%2F07%2F2025&SehirAdi=Bursa
2025-07-28,Elazig,7,1. 6'LI GANYAN,1/6/8/2/1/8,217078.28,"217.078,28 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=28%2F07%2F2025&SehirAdi=Elazig
2025-07-29,Ankara,5,1. 6'LI GANYAN,"5/3/4/3/4,5,6,8/1,3",6837.35,"6.837,35 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=29%2F07%2F2025&SehirAdi=Ankara
2025-07-29,Kocaeli,9,1. 6'LI GANYAN,"7,9/2/2/4/6/3",19222.8,"19.222,80 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=29%2F07%2F2025&SehirAdi=Kocaeli
2025-07-30,Elazig,7,1. 6'LI GANYAN,"6,10/5/1,2/7/5/1",3841.08,"3.841,08 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=7&QueryParameter_Tarih=30%2F07%2F2025&SehirAdi=Elazig
2025-07-30,Istanbul,3,1. 6'LI GANYAN,2/3/4/5/3/7,11679.15,"11.679,15 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=30%2F07%2F2025&SehirAdi=Istanbul
2025-07-31,Ankara,5,1. 6'LI GANYAN,"1/3/3/11/2,6/5",2946.1,"2.946,10 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=31%2F07%2F2025&SehirAdi=Ankara
2025-07-31,Kocaeli,9,1. 6'LI GANYAN,"8/1/1,6/3/4,6/8",15951.0,"15.951,00 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=9&QueryParameter_Tarih=31%2F07%2F2025&SehirAdi=Kocaeli
2025-08-01,Bursa,4,1. 6'LI GANYAN,10/1/8/1/4/11,6747.4,"6.747,40 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=01%2F08%2F2025&SehirAdi=Bursa
2025-08-01,Istanbul,3,1. 6'LI GANYAN,3/1/5/2/9/3,355972.2,"355.972,20 ₺",1750.0,0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=01%2F08%2F2025&SehirAdi=Istanbul
2025-08-02,Ankara,5,1. 6'LI GANYAN,"1/7/4/4/3/9,10",2315.7,"2.315,70 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=5&QueryParameter_Tarih=02%2F08%2F2025&SehirAdi=Ankara
2025-08-02,Izmir,2,1. 6'LI GANYAN,5/8/3/3/3/8,168548.2,"168.548,20 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=02%2F08%2F2025&SehirAdi=Izmir
2025-08-03,Istanbul,3,1. 6'LI GANYAN,"10/4/4/1/2/2,6",2732.95,"2.732,95 ₺",1750.0,0,10,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=03%2F08%2F2025&SehirAdi=Istanbul
